402957663	PPFA	Planned Parenthood
14871302	BriHReed	Brian Reed
804036710090899456	stownpodcast	S-Town Podcast
16160352	clairecmc	Claire McCaskill
918169628	DecisionDeskHQ	Decision Desk HQ
2334193741	projectexile7	Reinhold Niebuhr
2097571	cnni	CNN International
742143	BBCWorld	BBC News (World)
5402612	BBCBreaking	BBC Breaking News
428333	cnnbrk	CNN Breaking News
759251	CNN	CNN
28785486	ABC	ABC News
216776631	BernieSanders	Bernie Sanders
7334402	alfranken	Al Franken
14135426	keithellison	Rep. Keith Ellison
29442313	SenSanders	Bernie Sanders
4797361833	TomPerez	Tom Perez
357606935	elizabethforma	Elizabeth Warren
48802204	HardballChris	Chris Matthews
91180720	MaddowBlog	Maddow Blog
1537558634	countable	Countable
14573926	MikeLevinCA	Mike Levin
625546219	CLFSuperPAC	CLF
115564212	IsaacDovere	Edward-Isaac Dovere
22891564	chrisgeidner	Chris Geidner
58894890	tessastuart	Tessa Stuart
332538287	ZoeListerJones	Zoe Lister-Jones
836410027816603649	realFireNunes	Fire Devin Nunes
17877451	MegKinnardAP	Meg Kinnard
15675013	dankennedy_nu	Dan Kennedy
824458268420476933	JRDuquette	TheDailyDon
1017637447	MomsDemand	Moms Demand Action
331658004	BBCDanielS	Daniel Sandford
39279821	brianklaas	Brian Klaas
53503202	kharyp	Khary Penebaker
15464697	JuddLegum	Judd Legum
227785724	MrJakeAbel	Jake Abel
157556658	AustinHighsmith	Austin Highsmith
17839398	KenRoth	Kenneth Roth
46557945	StevenTDennis	Steven Dennis
37979530	BitsieTulloch	Elizabeth Tulloch
27187343	lsarsour	Linda Sarsour
26659703	MeredithFrost	Meredith Frost
16147188	ddlovejoy	deirdre lovejoy
57985423	s_webber	Stephen Webber
30257834	SmithInAmerica	David Smith
97040343	MerriamWebster	Merriam-Webster
50735431	NancySinatra	Nancy Sinatra
3430882365	WaywardWinifred	Winnie Wong
128842454	BenjaminZand	Benjamin Zand
26909691	KimWeaverIA	Kim Weaver
110213124	johnastoehr	John Stoehr
16912124	ericgarland	Eric Garland
1428659995	StephensWSJ	Bret Stephens
17004618	NickKristof	Nicholas Kristof
16868756	ddiamond	Dan Diamond
7138532	gabrielsnyder	Gabriel Snyder
201133168	KeenanPontoni	Keenan Pontoni
27075032	oliverdarcy	Oliver Darcy
28547812	TheNickAdams	NICK ADAMS
20450309	juliereiber	Julie Reiber
574168493	mcgregor_ewan	Ewan McGregor
39311638	FamiliesUSA	Families USA
17907987	timkmak	Tim Mak
68498034	DanLamothe	Dan Lamothe
2856030754	kathrynallenmd	Dr. Kathie Allen
20772763	CharlesMBlow	Charles M. Blow
186646579	ainsleyearhardt	Ainsley Earhardt
62565320	AaronDiamantWSB	Aaron Diamant
126722715	abbydphillip	Abby D. Phillip
195826487	RichardHaass	Richard N. Haass
21035409	michaelianblack	Michael Ian Black
21059255	tedlieu	Ted Lieu
34792486	AndreaChalupa	Andrea Chalupa
30272162	emilyvgordon	Emily V Gordon
14124866	azalben	Alex Zalben
2316383071	RVAwonk	Caroline O.
15736836	pbpost	The Palm Beach Post
37738073	SimonWDC	Simon Rosenberg
824416532377796608	educatorsresist	Educators Resist 
27384718	MatthewACherry	Matthew A. Cherry
18903971	HarlanCoben	Harlan Coben
28406270	kumailn	Kumail Nanjiani
291	goldman	Jason Goldman
373522445	BradMossEsq	Bradley P. Moss, Esq
15670857	mysteriouskat	Katherine Brodsky
27538577	stacylondon	Stacy London
17375281	7im	Tim  Dickinson
373689086	BruceBartlett	Bruce Bartlett
23232204	ShaneGoldmacher	Shane Goldmacher
19750159	justinhendrix	Justin Hendrix
335534204	JohnMayer	John Mayer
594175899	Mikel_Jollett	Mikel Jollett
582307923	CallieKhouri	Callie Khouri
226222147	PeteButtigieg	Pete Buttigieg
335555839	TheRealAnaOrtiz	Ana Ortiz
4274372981	BryceDHoward	Bryce Dallas Howard
44138459	ThomasSadoski	Thomas Sadoski
154714727	jennyandteets	Jenny Mollen
23556859	genirodriguez	GENESIS RODRIGUEZ
21215371	DamienFahey	Damien Fahey
18838558	shannonwoodward	shannonwoodward
3063996411	StopBigMoney	End Citizens United
254117355	Morning_Joe	Morning Joe
14251225	jheil	John Heilemann
184136149	MarkHalperin	Mark Halperin
85131054	jeffzeleny	Jeff Zeleny
59676104	danbalz	Dan Balz
59331128	PhilipRucker	Philip Rucker
86129724	costareports	Robert Costa
398088661	MEPFuller	Matt Fuller
21575700	lilimirojnick	Lili Mirojnick
71643224	conradhackett	Conrad Hackett
4429709805	ReaganBattalion	The Reagan Battalion
532690100	JWGOP	John Weaver
16087273	jehorowitz	Jordan Horowitz
68456106	OConnellPostbiz	Jonathan O'Connell
139185720	ARRAYNow	ARRAY
130945778	mollyesque	Molly Ball
343063239	Carter_PE	Phillip Carter
4484115214	MarkHertling	Mark Hertling
32767923	JillHennessy	Jill Hennessy
475306547	ArielDumas	Ariel Dumas
1158306108	j_smithcameron	J. Smith-Cameron
39689218	mishacollins	Misha Collins
1370871841	mmujicaDC	Maryam Mujica
62290422	RedHourBen	Ben Stiller
2238547081	bartlett_sher	Bartlett Sher
761167885720956929	Vets_Vs_Trump	Vets Against Trump
61061669	joshuamanning23	(((Josh Manning)))
39151934	im_PULSE	Idrees Ahmad
248735463	RepBarbaraLee	Rep. Barbara Lee
36686040	MaxineWaters	Maxine Waters
49698134	JoyAnnReid	Joy Reid
129905901	CampaignLegal	CampaignLegalCenter
24881388	summerbrennan	Summer Brennan
208653109	MichaelMichele	MichaelMichele
52136185	MichaelCohen212	Michael Cohen
800906652463398912	make5calls	5 Calls 
11395432	SallyAlbright	Sally Albright
22061225	wendydshaffer	BusyRebel
160010755	JohnWDean	John Dean
3009026375	laurenevemay	Lauren Mayberry
146249884	JennifersWayJE	Jennifer Esposito
15369276	sltrib	Salt Lake Tribune
16664681	latimes	Los Angeles Times
95431448	BostonGlobe	The Boston Globe
401106697	Iamscottiet	Scottie Thompson
2468886751	SyriaCivilDef	The White Helmets
19847765	sahilkapur	Sahil Kapur
14267014	lauraoggeri	Laura Oggeri
11378462	CollinGately	Collin Gately
20	ev	Ev Williams
2992751	Oregonian	The Oregonian
299877078	johnson_carrie	Carrie Johnson
19716781	HouseAdm_Dems	CHA Dems
753623149929869312	OurRevolution	Our Revolution
37303498	leloveluck	Louisa Loveluck
8795772	freep	Detroit Free Press
4170491	ajc	AJC
6039302	stltoday	STLtoday
5692542	statesman	Austin Statesman
13657922	DMRegister	Des Moines Register
14411304	sacbee_news	The Sacramento Bee
83894904	ThePlainDealer	The Plain Dealer
16007481	GreenvilleNews	The Greenville News
8695932	theobserver	Charlotte Observer
16639736	Tennessean	The Tennessean
33936298	WTEnews	Wyo Tribune Eagle
1947301	thenation	The Nation
78231411	KyungLahCNN	Kyung Lah
2467720274	Shareblue	Shareblue
23908154	aedwardslevy	Ariel Edwards-Levy
809420163711909888	runforsomething	Run for Something
66409312	AnneFrankCenter	AnneFrankCenter(US)
137752344	EllenLWeintraub	Ellen L Weintraub
47275328	DonteStallworth	Dont Stallworth
607747504	MartysaurusRex	Martellus Bennett
72423061	mulaney	John Mulaney
30274144	hollyrpeete	hrp
287713	crystale	Crystal Sacca
204026449	MrsAdrienneBosh	Adrienne Bosh
93121635	Phillipasoo	Phillipa Soo
26044686	RuthHHopkins	Ruth Hopkins
21193261	aimeemann	Aimee Mann
91386979	PeterAlexander	Peter Alexander
113064158	nedprice	Ned Price
431631975	GIJoter	Joe Lamie
315331161	Eugene_Scott	Eugene Scott
44212536	SquareBooks	Square Books
130991061	SleepintheGardn	Troian
374192439	KeightCarson	kate
26266511	jonhumbert	Jon Humbert
224078788	TamaraLush	Tamara Lush
188857501	alexis_levinson	Alexis Levinson
33276161	JohnFugelsang	John Fugelsang
521747968	ossoff	Jon Ossoff
425510058	popdemoc	Popular Democracy
14868145	PplsAction	People's Action
724421678701391872	TimeForAllofUs	#AllofUs
